image_path,medicine_name,split
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-3066_0_0.jpg,9e1b0430f00fed2f0049e5090efff000796b0ca8197155a77f032e48,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\76237-205_0_1.jpg,9ae77585bec417731a2c4898eb6a7cffc87fa5e359363b67303415e8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-2932-01_PART_1_OF_1_CHAL10_SB_DA296D4B.jpg,00093-2932-01_DA296D4B,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3475.jpg,00378-7002-93_42242111,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4489.jpg,29033-0020-12_BE135F6A,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2841.jpg,00093-0199-01_CD266683,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-1057-86_PART_1_OF_1_CHAL10_SF_DE306F63.jpg,00555-1057-86_DE306F63,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5298_0_0.jpg,4a1a0b1d6038bb4c6b8b2d7f272542b427d50b4490ce4d6f84dcef8b,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2422.jpg,00093-7258-56_28301410,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5293_0_0.jpg,dd507a3a70aee1709afcb5ab549401f76a1f847adeaba6c20895983d,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9942_0_0.jpg,dbc28da757991e3979df94350883b525697c5f8aae5c5b6a06f81f43,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\129.jpg,00555-0835-02_CA2F655B,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\310.jpg,64679-0953-01_6A21B55D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-1118-01_PART_1_OF_1_CHAL10_SF_D32969BB.jpg,00093-1118-01_D32969BB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4068.jpg,00074-7068-19_A31D51AA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2538.jpg,00173-0561-00_97194BBA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2446.jpg,00093-1174-01_B52B5AFA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-568_0_1.jpg,41271756fc798a52250575252cf54b8aa6bfb9ffd3730a6893095131,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4453.jpg,68012-0104-30_EE1DF76F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3350.jpg,00555-1055-86_E33071D3,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43063-663_0_0.jpg,72f094f55739038308a2a7d6fae7cea32bdedd9697a301ccfe19c64f,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0904-6506_0_0.jpg,e2e9f5e8cb135001d712a2ccda230a917c48046117fd9cbcae6cce29,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1088.jpg,00093-9774-01_F922FC97,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-738_0_1.jpg,f8ac1bf76204ee9084969a3b3088ce65e2c9449d48b052c40b48a09f,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0536-3305_0_0.jpg,8f37ef2eb035f7c27528e2f68d6d742db210f430a1d53066819b2d51,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\99207-465_0_1.jpg,bb28d4d9053e8f4e9cfea5df555bb90670a14d7f7f5bb9f32d43f282,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9117_0_1.jpg,663aea663ed898fb6f7119c035d22c007082b4899a321ba2639b7bfd,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\164.jpg,00093-7254-01_632F3199,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4448.jpg,00093-7219-06_72293959,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\64380-735_0_1.jpg,ec5fa639f36642913932876f2cde3e5d6621ef3bd20550aeec5eae3f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00597-0046-60_PART_1_OF_1_CHAL10_SB_C01DE05F.jpg,00597-0046-60_C01DE05F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2982.jpg,00078-0572-15_381D9C4C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1482.jpg,00007-4642-13_8C18C666,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2052.jpg,50111-0851-01_873243C2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4041.jpg,50111-0482-01_3D301EF0,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\35356-962_0_0.jpg,b4ec396edf3ab4fa091edcf90f79ccb180f82d8ccb06639bffb04355,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2762.jpg,65862-0012-30_052182EC,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3716.jpg,00093-5125-01_342D9A0C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\60505-2580-09_PART_1_OF_1_CHAL10_SB_9B1DCDFE.jpg,60505-2580-09_9B1DCDFE,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\66336-537_0_0.jpg,c88ba9c2b7a4f536ce60190086c9c4d7322c7efbb33cb6674f8ac91b,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3470.jpg,00093-1063-01_22269114,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3806.jpg,00555-0635-09_92304922,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-4624_0_0.jpg,ace181c2681199b24afbbfc91f750d273999fbd8eef54c40b17bfd4e,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00781-5187-01_PART_1_OF_1_CHAL10_SF_34239A1C.jpg,00781-5187-01_34239A1C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4404.jpg,00173-0561-00_97194BBA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2938.jpg,00093-0926-06_9826CC56,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00172-7311-46_PART_1_OF_1_CHAL10_SB_922BC96E.jpg,00172-7311-46_922BC96E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63459-205_0_0.jpg,efc157a442826149d1ff0406fafaafba0016e665777d0a4b541e3743,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\63010-0027-70_PART_1_OF_1_CHAL10_SB_141B8A3C.jpg,63010-0027-70_141B8A3C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-3966_0_0.jpg,726fc9944cf617cdeade76de2af181e4db590966fd88b908aa40cbc5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\69076-475_0_1.jpg,1e67a627d0e71226e227001741ffb58f361a9d7966f446c0fe9ccff5,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4054.jpg,00093-1063-01_A029D07E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49349-852_0_1.jpg,73d13a6144f189ca379a709aef9346fecbbd9a7482e9b2bf1a51e191,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0027-01_PART_1_OF_1_CHAL10_SB_1D298EAC.jpg,00093-0027-01_1D298EAC,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60505-0094_0_0.jpg,e510cf66cc962d0fe2d7c040354657b395f8b0a8be6d65c26a32609b,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0912_0_0.jpg,8002a3ee9e1c342a10cb608ceb49196c85c3d621d42faafdebe57f67,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\772.jpg,00004-0800-85_491E24C1,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-181_0_1.jpg,538f96e3d30e1c77593e23abdb393da72b1eeca8370dd2d083fbcce8,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2935.jpg,00555-0869-02_B32F59EA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0852-53_PART_1_OF_1_CHAL10_SF_2C241600.jpg,00093-0852-53_2C241600,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51079-574_0_0.jpg,db207f4d76192b804bf938effaf30a3cca927661441f4521eaa11ac9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68682-521_0_1.jpg,5707eec7b52114aa4197544c756ac2327ccf1f9f5c5fd16440aec8dc,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0733-01_PART_1_OF_1_CHAL10_SF_1E210F08.jpg,00093-0733-01_1E210F08,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-0832_0_0.jpg,f738b381a3a37679439b54600236150513bc9e9fedabe84e1b9a26b7,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\122.jpg,00378-3857-77_FD1C7EE3,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9305_0_0.jpg,a68490d2fbecb0f3c63c26e9a3fb91954ba7d7d83fd815d607a64bc7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-750_0_0.jpg,986a3982b2db8708b6e222cdc0399e721da5088cda9bd272cfe1b583,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2407.jpg,00093-5142-56_C62D631B,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4416.jpg,51285-0406-02_E91FF4AF,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2829.jpg,00555-0926-02_DE2F6F4B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-1594_0_1.jpg,0783c32c750f46e1a3776b79eeaa237beea29a7769037c79341b9cd1,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1586.jpg,65597-0701-18_AD1DD6FE,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43063-569_0_1.jpg,bad0864127eb6a2cd0206140109d0b35cc26d5d8a469bcb1effd1277,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2724.jpg,50111-0397-01_F72FFBEF,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\51285-0083-70_PART_2_OF_2_CHAL10_SB_322F991C.jpg,51285-0083-70_322F991C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61442-112_0_1.jpg,08aa2671cf56c726bd615102ef2a10d465ce6fe6e2aac5ae052e2286,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0009-5012_0_0.jpg,f6e5966837b70d9e8d90dbfcd0643c84f68a45089e02ce5923ba2330,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\85.jpg,00228-2128-10_F6337B3B,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4356.jpg,50111-0328-01_00300060,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3026.jpg,00093-7305-65_7C2F3E59,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\187.jpg,52544-0291-28_601E3031,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-499_0_1.jpg,8262c28fa63f0e6eb3ea59b0a0f05c24b93751d3eef06a8e9a6571fc,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0832-0300_0_1.jpg,2c1b945feb9bcefa6f10874aba7c5b7a55c949feb0b91052a801e7d6,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\66336-085_0_0.jpg,4dc87512269b3b4862334a9b5dc1c41b35f232a740252bb76f9d2338,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2518.jpg,68462-0160-01_B123D88E,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-0139-09_PART_1_OF_1_CHAL10_SF_EE2B774B.jpg,00555-0139-09_EE2B774B,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3118.jpg,50458-0925-50_741B3A59,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2217.jpg,00603-5771-21_38231C78,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-554_0_1.jpg,22001ab3c89dea1b97561067eb64fd7b41ba136627dc98f9ef42ef49,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-777_0_0.jpg,61477d412c5ef3de341d1d6f18788b48a47e03890ad20fd32c5d1f48,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55111-129_0_1.jpg,6d60721adc3312baec077c4e5fb1637b19b4c3161b37ff4a68df1580,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-0826_0_0.jpg,873db393cc9ea3574becc5258f9e00fd3f6becb8deca613b5fd4a872,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60505-3140_0_1.jpg,65e39366901ca00565f7ddc9d9f0c29d9b46938ed79e2f4d00fb5c00,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9269_0_1.jpg,dc0b2502b0e759f45eebda80259efce97af36cc381db04862c3e8765,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-2131-01_PART_1_OF_1_CHAL10_SF_E729F3BF.jpg,00093-2131-01_E729F3BF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55154-6131_0_0.jpg,d1aa5765e8e8f4cd3eaedde48e5c0f10aa619cd5e2f423a8fe235079,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\69189-7432_0_1.jpg,c7dcee00e9f6686f408262c6c86bbf1a298eebd6fdc17cc6fede9eb5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63739-452_0_0.jpg,2e8d7b578f54de5259584ea3396a83ca1b8cc857d5f5dec979b927e1,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\31722-228_0_0.jpg,5b92566af75d8cdeabf93af48dd68b86afa51bccb7e01d891411d9b0,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0054-0079_0_1.jpg,0690208a4f44b112a9f064a9f7bdd845a05db4f17832da4ed10a963f,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0938_0_0.jpg,1efe274801cc2a8c446cd80d7ed733429686b1929d3de38efe1ee7a8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4385.jpg,00093-0688-01_3229995C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-1354_0_1.jpg,36447868fa150aa0193315b3d4ced91ff75f9a3aa105ac43e53cffbd,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16590-843_0_1.jpg,ac43d95147942f8b2d2b5c1203e88bcc63515f04fe8b7ef952c1fd4e,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2185.jpg,00093-7366-56_B12FD8DE,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-130_0_0.jpg,881b9e51afac5046f8e37e9eb26dd84fb586fadb14f3c4f686698451,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-0074_0_0.jpg,42b7c97f1876b58b7fa3bf761a140b4ba6bae8355e9f33f3d19753a3,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2034.jpg,00172-3762-60_8B21C5AE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\794.jpg,00029-3159-13_E418F247,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\11822-0532_0_0.jpg,9021f370a682c59abf7e10b66d8ae4561f85829bceab8d39a11e06b9,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-2959_0_0.jpg,0f49dd8b71c1a0c4713ab6e191cd3a12e5c5a322ab14b60bc0295c1a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51079-924_0_0.jpg,8b0bdf92efd39d6917b698a123891865730fa832c0ec3ffb18a96c6f,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5733_0_0.jpg,4f39d00f5a74dd42793eb23527e5a86adfeb0d18de3f1e488ab8f52f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2881.jpg,27437-0201-08_B51D5AAA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\62037-0793-60_PART_1_OF_1_CHAL10_SB_832041B2.jpg,62037-0793-60_832041B2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\64725-0797_0_1.jpg,0d0d756059e7060f548ba107ab86527bdc2ea42457880059c120b708,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\241.jpg,50111-0563-01_6B243581,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4962.jpg,00172-4280-60_8F21C7EE,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\65162-520_0_1.jpg,4759e09c9acd8c2c5b0c883bd1f5c914eb5ec3cc1045b87c233755a1,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7564_0_1.jpg,47c4940080bd08856297aa0b1ad8f6463a5f8514934a992b00d0f632,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\69189-0758_0_0.jpg,2a512868bca35f22ad1b4f3114c515a30f65f3ed1cc39b2862f74ca0,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1714.jpg,00093-0771-98_CA27E56F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3909.jpg,59762-2004-01_E61DF31F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49884-545_0_1.jpg,0d598ac3e50660f7c1a496e9cf918ce018780e7f9b7fa8c352923d80,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\70786-1496_0_0.jpg,657312c8a1303fe42c7bacd332eb09fe7195e6f545209554bc7aecb7,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0344_0_0.jpg,15e3301a04c5a9e40f50c68481ee066b0c91090b68c2ce9f9d37715c,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7380-01_PART_1_OF_1_CHAL10_SB_B12958DA.jpg,00093-7380-01_B12958DA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\23155-051_0_1.jpg,3ca96829245c124efd6459e7cb6f2a063caa18604a2b9fe1d4681518,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49999-392_0_0.jpg,e4ef828a5e72400db26b3215de164483ca86caa7140c4a6dcfb011e1,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7752_0_1.jpg,f04713925b6ade4b13b3ff5aec983244da1345360653ed9294d97606,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2228.jpg,00555-1883-02_92324902,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68180-758_0_0.jpg,2fb12139429f306f99a568569a91a1f22a750147f9bbc240ac828ffd,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3021.jpg,00093-1025-06_8A29C56E,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3642.jpg,00555-0980-37_96304B32,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68012-002_0_1.jpg,15c4fb65884107d24b151664dc36df930f8a911246844ef613f2425b,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\65862-587_0_1.jpg,a29dc0ea9b97acf5261ec780ec302434e586a04aeb32757b1f13c42e,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0378-8629_0_0.jpg,38c71edcc64971ff2ba7f62123015fcbaff6fb9fc218133309914ee0,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7443-56_PART_1_OF_1_CHAL10_SB_052702B8.jpg,00093-7443-56_052702B8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2828.jpg,00555-1055-86_E33071D3,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49349-691_0_1.jpg,de97744ba0571338029f6f9db10d5bc8cfe1ad6bf1e0d0d16256d98f,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4147.jpg,51285-0083-70_2E2F970C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0591-5661_0_0.jpg,272b002211cbd2e4e813fd487de01644acf5907db00505b898024217,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00781-5189-01_PART_1_OF_1_CHAL10_SB_7523BAED.jpg,00781-5189-01_7523BAED,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\59762-0810_0_1.jpg,11c2aea0c2d378803f23af096ddaade128dbc4d925ac9300bfd27882,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9728_0_0.jpg,8bbbe56d47405cf1a1d8be908ffe2564300292fa422dea4a8b48a934,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1742.jpg,51285-0087-87_8C2FC64E,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0233-56_PART_1_OF_1_CHAL10_SB_1E2B0F08.jpg,00093-0233-56_1E2B0F08,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68645-263_0_1.jpg,0c4d8bfd1043dc9ae0070db6c15256cd44b032b787ab05309045daf6,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\35356-763_0_1.jpg,58bed5c4051538b6dafe9c0c13f487c903b155403b8e1469dabf5ada,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7236-56_PART_1_OF_1_CHAL10_SB_422B2109.jpg,00093-7236-56_422B2109,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10544-252_0_0.jpg,50f24b5c02eeb5c3763ab43443da60f47a78aba22f084b927039d672,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\613.jpg,00093-0852-53_2C241600,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3690.jpg,00093-3195-01_BF295F9A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-0106_0_1.jpg,c0fd1a429a20505d858460b7a7ebb76b90dde6cefcce922ae51e29db,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-2050_0_1.jpg,908563decf77d33e485abee357e6ad348afda15ddcc50920d39437b0,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4955.jpg,51672-4033-01_A72653F2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7564_0_0.jpg,47c4940080bd08856297aa0b1ad8f6463a5f8514934a992b00d0f632,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-6041_0_1.jpg,9fa519e876f7673602e0a0046fa9d3e9c5ef49d3220de96020e170d7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51672-4053_0_1.jpg,b7615299f61ee0370ca69ffe43b61e5eda368e26bd9aba7b51cd7339,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-404_0_1.jpg,fe95324661fe97d97765befed1d0a838ce969cd091d6616cb2117565,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1245.jpg,00093-4740-01_F02D781B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-503_0_1.jpg,43bef0dee0ff8a3141876441a3af141ca2391e0d324836e555e7aedc,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3452.jpg,50458-0551-01_0F1607A0,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-226_0_1.jpg,d3bc2495ab2710d6850d4bccb1a638d0ac6fac13cae995aaaca31526,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\793.jpg,00555-0874-02_B82F5C5A,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0757-01_PART_1_OF_1_CHAL10_SB_AC2B561A.jpg,00093-0757-01_AC2B561A,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-0138-09_PART_1_OF_1_CHAL10_SF_122B894C.jpg,00555-0138-09_122B894C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3659.jpg,00093-7436-01_8D3046B2,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-4170_0_0.jpg,d90266cce0a40e28ee95891fdd81c7619d2c584889802b88948c4309,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\48433-328_0_0.jpg,cab3ba910f307f3781d43a74bcf598aebe9c901e0aa6053ddca20206,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10544-952_0_1.jpg,f16fb055785baca8bb9ada5d521abff8f6d139b95845b392d6f973e4,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61919-160_0_1.jpg,356fd631d381bf3c946a9d03a4b333c904741fa1329e7c627858dd26,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-4471_0_0.jpg,0d120060cd48130ee88353cda3cd04594d66a13b17a66fc3fa816a87,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-454_0_1.jpg,f664e04f1cbfb4636a08628df3678aaf75ed7a55626e282229fa92af,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00603-3856-21_PART_1_OF_1_CHAL10_SB_AC265632.jpg,00603-3856-21_AC265632,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-875_0_1.jpg,805c7ecc9b7664372842ae8178c6abae6fa483cb2a0e7a77ca4f3476,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1848.jpg,00093-7224-98_B5305AF2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7382-01_PART_1_OF_1_CHAL10_SF_64293269.jpg,00093-7382-01_64293269,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\35356-897_0_0.jpg,67d0254aa19cb04f366d0e49fcbc6fa708f521b06668705c9b2647bc,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4664.jpg,00555-0071-01_BF2B5FAA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-6316_0_0.jpg,e1575ff2eeeab1ad7ba9f6c1c8555dc5f6fe70f42ac1b105613c8690,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2968.jpg,53489-0139-01_B0205832,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1750.jpg,00093-7464-56_132809F0,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\13668-118_0_0.jpg,43501135c3ca0b4ad94dbf79f9f0113a014f0dabb617d75088a2cd6c,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-5619_0_0.jpg,cc6878142c59f4c337d90c20e9acee98f1e9cdc66cc13b6bb8782104,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1141.jpg,00004-0800-85_491E24C1,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0186-0777_0_0.jpg,9ddb912bf6702ac212ada43b509bda2c821aaa6ddbd6411a453dad86,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0199-01_PART_1_OF_1_CHAL10_SB_B6295B4A.jpg,00093-0199-01_B6295B4A,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\200.jpg,00093-0733-01_1E210F08,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63010-010_0_1.jpg,4dd9faa7d0bb040b1d91c23ce4754200b86b1282f1b92afc0a31d050,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\826.jpg,68453-0850-75_12200910,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-0589-01_PART_1_OF_1_CHAL10_SB_172F8B9C.jpg,00555-0589-01_172F8B9C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60505-3111_0_1.jpg,a1c87af1a13b2e37a1d170ffb3a03d5d6c757700bd74c73016b4c022,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\470.jpg,00093-8035-01_DC266E63,train
