image_path,medicine_name,generic_name,rxstring,rxcui,product_code,ndc9,size,shape,score,imprint,color,strength,ingredients,dosage_form,author,image_source,source_image,identity_label,split
data\public\pillbox\images\001850010.jpg,labetalol hydrochloride 100 MG Oral Tablet,Labetalol HCl,labetalol hydrochloride 100 MG Oral Tablet,896758,0185-0010,001850010,8,ROUND,2,E10,WHITE,LABETALOL HYDROCHLORIDE 100 mg,LABETALOL HYDROCHLORIDE[LABETALOL],C42931,"Eon Labs, Inc.",NLM,001850010.jpg,0185-0010,train
data\public\pillbox\images\00093-3011-01_202D1008.jpg,clozapine 12.5 MG Disintegrating Oral Tablet,Clozapine,clozapine 12.5 MG Disintegrating Oral Tablet,721773,0093-3011,000933011,6,ROUND,1,A05,YELLOW,CLOZAPINE 12.5 mg;ASPARTAME 1.6 mg,CLOZAPINE[CLOZAPINE];ASPARTAME[],C42999,Teva Pharmaceuticals USA Inc,NLM,00093-3011-01_202D1008.jpg,0093-3011,train
data\public\pillbox\images\001490008.jpg,Macrodantin,Macrodantin,,,0149-0008,001490008,16,OVAL,1,Macrodantin;50;mg;0149-0008,YELLOW;WHITE,,,C25158,Procter & Gamble Pharmaceuticals,NLM,001490008.jpg,0149-0008,train
data\public\pillbox\images\000493430.jpg,fluconazole 200 MG Oral Tablet [Diflucan],Diflucan,fluconazole 200 MG Oral Tablet [Diflucan],207112,0049-3430,000493430,12,TRAPEZOID,1,DIFLUCAN;200;ROERIG,PINK,FLUCONAZOLE 200 mg,FLUCONAZOLE[FLUCONAZOLE],C42998,Roerig,NLM,000493430.jpg,0049-3430,train
data\public\pillbox\images\422910323.jpg,hydroxyzine pamoate 50 MG Oral Capsule,Hydroxyzine Pamoate,hydroxyzine pamoate 50 MG Oral Capsule,995278,42291-323,422910323,19,CAPSULE,1,WATSON;801;50;mg,GREEN;WHITE,HYDROXYZINE PAMOATE 50 mg,HYDROXYZINE PAMOATE[HYDROXYZINE],C25158,"AvKARE, Inc.",NLM,422910323.jpg,42291-323,train
data\public\pillbox\images\762820257.jpg,nabumetone 500 MG Oral Tablet,Nabumetone,nabumetone 500 MG Oral Tablet,311892,76282-257,762820257,15,OVAL,1,IG;257,WHITE,NABUMETONE 500 mg,NABUMETONE[NABUMETONE],C42931,Exelan Pharmaceuticals Inc.,NLM,762820257.jpg,76282-257,val
data\public\pillbox\images\00009-5012-01_8F15C7BE.jpg,miglitol 25 MG Oral Tablet [Glyset],Glyset,miglitol 25 MG Oral Tablet [Glyset],213485,0009-5012,000095012,6,ROUND,1,GLYSET;25,WHITE,MIGLITOL 25 mg,MIGLITOL[MIGLITOL],C42931,Pharmacia and Upjohn Company LLC,NLM,00009-5012-01_8F15C7BE.jpg,0009-5012,val
data\public\pillbox\images\003781066.jpg,meloxicam 7.5 MG Oral Tablet,Meloxicam,meloxicam 7.5 MG Oral Tablet,311486,0378-1066,003781066,6,ROUND,1,M;66,YELLOW,MELOXICAM 7.5 mg,MELOXICAM[MELOXICAM],C42998,Mylan Pharmaceuticals Inc.,NLM,003781066.jpg,0378-1066,val
data\public\pillbox\images\00378-7002-93_42242111.jpg,paroxetine hydrochloride 20 MG Oral Tablet,Paroxetine,paroxetine hydrochloride 20 MG Oral Tablet,1738495,0378-7002,003787002,11,OVAL,2,M;N;2,BLUE,PAROXETINE HYDROCHLORIDE HEMIHYDRATE 20 mg,PAROXETINE HYDROCHLORIDE HEMIHYDRATE[PAROXETINE],C42931,Mylan Pharmaceuticals Inc.,NLM,00378-7002-93_42242111.jpg,0378-7002,train
data\public\pillbox\images\433530868.jpg,prazosin 2 MG Oral Capsule,Prazosin Hydrochloride,prazosin 2 MG Oral Capsule,312594,43353-868,433530868,18,CAPSULE,1,MYLAN;2302,BROWN;BROWN,PRAZOSIN HYDROCHLORIDE 2 mg,PRAZOSIN HYDROCHLORIDE[PRAZOSIN],C25158,"Aphena Pharma Solutions - Tennessee, LLC",NLM,433530868.jpg,43353-868,train
data\public\pillbox\images\009045559.jpg,Primidone PRIMIDONE 50 mg,Primidone,,,0904-5559,009045559,6,ROUND,2,LAN;1301,WHITE,PRIMIDONE 50 mg,PRIMIDONE[PRIMIDONE],C42998,Major Pharmaceuticals,NLM,009045559.jpg,0904-5559,val
data\public\pillbox\images\000046415.jpg,naproxen 375 MG Delayed Release Oral Tablet [Naprosyn],EC-Naprosyn,naproxen 375 MG Delayed Release Oral Tablet [Naprosyn],608793,0004-6415,000046415,14,OVAL,1,NPR;EC;375,WHITE,naproxen 375 mg,naproxen[naproxen],C42905,"Genentech, Inc.",NLM,000046415.jpg,0004-6415,train
data\public\pillbox\images\54092-0515-02_071603E0.jpg,24 HR guanfacine 2 MG Extended Release Oral Tablet [Intuniv],Intuniv,24 HR guanfacine 2 MG Extended Release Oral Tablet [Intuniv],862015,54092-515,540920515,12,OVAL,1,503;2mg,WHITE,GUANFACINE HYDROCHLORIDE 2 mg,GUANFACINE HYDROCHLORIDE[GUANFACINE],C42927,Shire US Manufacturing Inc.,NLM,54092-0515-02_071603E0.jpg,54092-515,train
data\public\pillbox\images\101470881.jpg,galantamine 4 MG Oral Tablet,galantamine hydrobromide,galantamine 4 MG Oral Tablet,310436,10147-0881,101470881,5,ROUND,1,JANSSEN;G;4,WHITE,galantamine hydrobromide 4 mg,galantamine hydrobromide[galantamine],C42931,"Patriot Pharmaceuticals, LLC",NLM,101470881.jpg,10147-0881,val
data\public\pillbox\images\498840257.jpg,minoxidil 10 MG Oral Tablet,Minoxidil,minoxidil 10 MG Oral Tablet,197986,49884-257,498840257,7,ROUND,2,Par257;Minoxidil10,WHITE,MINOXIDIL 10 mg,MINOXIDIL[MINOXIDIL],C42998,"Par Pharmaceutical, Inc.",NLM,498840257.jpg,49884-257,train
data\public\pillbox\images\00093-0755-06_752B3AE9.jpg,diflunisal 500 MG Oral Tablet,Diflunisal,diflunisal 500 MG Oral Tablet,197603,0093-0755,000930755,19,OVAL,1,755;93,BLUE,DIFLUNISAL 500 mg,DIFLUNISAL[DIFLUNISAL],C42931,"Teva Pharmaceuticals USA, Inc.",NLM,00093-0755-06_752B3AE9.jpg,0093-0755,train
data\public\pillbox\images\431990012.jpg,hyoscyamine sulfate 0.125 MG Disintegrating Oral Tablet,Hyoscyamine Sulfate,hyoscyamine sulfate 0.125 MG Disintegrating Oral Tablet,1046985,43199-012,431990012,7,ROUND,1,CL;12,WHITE,HYOSCYAMINE SULFATE 0.125 mg,HYOSCYAMINE SULFATE[HYOSCYAMINE],C42999,"County Line Pharmaceuticals, LLC",NLM,431990012.jpg,43199-012,train
data\public\pillbox\images\00093725501.jpg,glimepiride 2 MG Oral Tablet,Glimepiride,glimepiride 2 MG Oral Tablet,199246,0093-7255,000937255,8,ROUND,2,9;3;72;55,GREEN,GLIMEPIRIDE 2 mg,GLIMEPIRIDE[GLIMEPIRIDE],C42998,"Teva Pharmaceuticals USA, Inc.",SPL,00093725501.jpg,0093-7255,train
data\public\pillbox\images\001850372.jpg,citalopram 20 MG Oral Tablet,Citalopram,citalopram 20 MG Oral Tablet,200371,0185-0372,001850372,9,CAPSULE,2,A;0;6,PINK,CITALOPRAM HYDROBROMIDE 20 mg,CITALOPRAM HYDROBROMIDE[CITALOPRAM],C42931,"Eon Labs, Inc.",NLM,001850372.jpg,0185-0372,train
data\public\pillbox\images\605052850.jpg,Alfuzosin Hydrochloride ALFUZOSIN HYDROCHLORIDE 10 mg,Alfuzosin Hydrochloride,,,60505-2850,605052850,7,ROUND,1,APO;ALF;10,YELLOW,ALFUZOSIN HYDROCHLORIDE 10 mg,ALFUZOSIN HYDROCHLORIDE[ALFUZOSIN],C42927,Apotex Corp.,NLM,605052850.jpg,60505-2850,train
data\public\pillbox\images\572370006.jpg,fluconazole 200 MG Oral Tablet,Fluconazole,fluconazole 200 MG Oral Tablet,197700,57237-006,572370006,14,CAPSULE,1,C;07,PINK,FLUCONAZOLE 200 mg,FLUCONAZOLE[FLUCONAZOLE],C42998,"Rising Health, LLC",NLM,572370006.jpg,57237-006,val
data\public\pillbox\images\44946-1015-03_4008A035.jpg,Ludent Sodium Fluoride 0.25 mg,Ludent,,,44946-1015,449461015,8,ROUND,1,SCI;1006,WHITE,Sodium Fluoride 0.25 mg,Sodium Fluoride[Fluoride Ion],C42893,Sancilio & Company Inc,NLM,44946-1015-03_4008A035.jpg,44946-1015,train
data\public\pillbox\images\002450012.jpg,sotalol hydrochloride 80 MG Oral Tablet [Sorine],Sorine,sotalol hydrochloride 80 MG Oral Tablet [Sorine],904605,0245-0012,002450012,12,OVAL,2,US;12;80,WHITE,Sotalol Hydrochloride 80 mg,Sotalol Hydrochloride[Sotalol],C42998,"Upsher-Smith Laboratories, Inc.",NLM,002450012.jpg,0245-0012,train
data\public\pillbox\images\00093-7580-56_NLMIMAGE10_214390EC.jpg,aripiprazole 10 MG Oral Tablet,Aripiprazole,aripiprazole 10 MG Oral Tablet,349545,0093-7580,000937580,8,OVAL,1,TV;7580,PINK,ARIPIPRAZOLE 10 mg,ARIPIPRAZOLE[ARIPIPRAZOLE],C42998,Teva Pharmaceuticals USA Inc,NLM,00093-7580-56_NLMIMAGE10_214390EC.jpg,0093-7580,train
data\public\pillbox\images\00781-2054-01_A30ED1E6.jpg,terazosin 10 MG Oral Capsule,Terazosin Hydrochloride,terazosin 10 MG Oral Capsule,260376,0781-2054,007812054,16,CAPSULE,1,GG624,TURQUOISE,TERAZOSIN HYDROCHLORIDE 10 mg,TERAZOSIN HYDROCHLORIDE[TERAZOSIN],C25158,Sandoz Inc,NLM,00781-2054-01_A30ED1E6.jpg,0781-2054,val
data\public\pillbox\images\433530750.jpg,24 HR nifedipine 90 MG Extended Release Oral Tablet,Nifedipine,24 HR nifedipine 90 MG Extended Release Oral Tablet,198036,43353-750,433530750,9,ROUND,1,M;NE;90,PINK,NIFEDIPINE 90 mg,NIFEDIPINE[NIFEDIPINE],C42930,"Aphena Pharma Solutions - Tennessee, LLC",NLM,433530750.jpg,43353-750,val
data\public\pillbox\images\433530946.jpg,tizanidine 2 MG Oral Tablet,Tizanidine,tizanidine 2 MG Oral Tablet,313412,43353-946,433530946,8,ROUND,2,M;722,WHITE,TIZANIDINE HYDROCHLORIDE 2 mg,TIZANIDINE HYDROCHLORIDE[TIZANIDINE],C42998,"Aphena Pharma Solutions - Tennessee, LLC",NLM,433530946.jpg,43353-946,train
data\public\pillbox\images\675440353.jpg,Gabapentin GABAPENTIN 300 mg,Gabapentin,,,67544-353,675440353,19,CAPSULE,1,R2666,YELLOW;BROWN,GABAPENTIN 300 mg,GABAPENTIN[GABAPENTIN],C25158,"Aphena Pharma Solutions - Tennessee, LLC",NLM,675440353.jpg,67544-353,train
data\public\pillbox\images\00603-3741-21_DD22EEE7.jpg,Furosemide FUROSEMIDE 80 mg,Furosemide,,,0603-3741,006033741,10,ROUND,2,3171;V,WHITE,FUROSEMIDE 80 mg,FUROSEMIDE[FUROSEMIDE],C42998,Qualitest Pharmaceuticals,NLM,00603-3741-21_DD22EEE7.jpg,0603-3741,train
data\public\pillbox\images\665820315.jpg,ezetimibe 10 MG / simvastatin 80 MG Oral Tablet [Vytorin],VYTORIN,ezetimibe 10 MG / simvastatin 80 MG Oral Tablet [Vytorin],1245449,66582-315,665820315,17,OVAL,1,315,WHITE,ezetimibe 10 mg;simvastatin 80 mg,ezetimibe[ezetimibe];simvastatin[simvastatin],C42998,Merck Sharp & Dohme Corp.,NLM,665820315.jpg,66582-315,train
data\public\pillbox\images\523430025.jpg,simvastatin 80 MG Oral Tablet,Simvastatin,simvastatin 80 MG Oral Tablet,200345,52343-025,523430025,19,CAPSULE,1,A;04,PINK,SIMVASTATIN 80 mg,SIMVASTATIN[SIMVASTATIN],C42931,"ACETRIS HEALTH, LLC",NLM,523430025.jpg,52343-025,train
data\public\pillbox\images\007811818.jpg,furosemide 20 MG Oral Tablet,Furosemide,furosemide 20 MG Oral Tablet,310429,0781-1818,007811818,6,ROUND,2,GG21,WHITE,FUROSEMIDE 20 mg,FUROSEMIDE[FUROSEMIDE],C42998,Sandoz Inc,NLM,007811818.jpg,0781-1818,train
data\public\pillbox\images\604290058.jpg,Diclofenac Sodium Diclofenac Sodium 75 mg,Diclofenac Sodium,,,60429-058,604290058,10,ROUND,1,CTI;103;,WHITE,Diclofenac Sodium 75 mg,Diclofenac Sodium[Diclofenac],C42905,"Golden State Medical Supply, Inc.",NLM,604290058.jpg,60429-058,val
data\public\pillbox\images\627560763.jpg,torsemide 20 MG Oral Tablet,Torsemide,torsemide 20 MG Oral Tablet,198371,62756-763,627560763,10,ROUND,2,763,WHITE,TORSEMIDE 20 mg,TORSEMIDE[TORSEMIDE],C42998,SUN PHARMACEUTICAL INDUSTRIES LIMITED,NLM,627560763.jpg,62756-763,val
data\public\pillbox\images\604290349.jpg,24 HR levetiracetam 500 MG Extended Release Oral Tablet,Levetiracetam,24 HR levetiracetam 500 MG Extended Release Oral Tablet,807832,60429-349,604290349,17,OVAL,1,APO;LXR;500,WHITE,LEVETIRACETAM 500 mg,LEVETIRACETAM[LEVETIRACETAM],C42930,"Golden State Medical Supply, Inc.",NLM,604290349.jpg,60429-349,train
data\public\pillbox\images\16_mg_Perphenazine_Tablet.jpg,perphenazine 16 MG Oral Tablet,Perphenazine,perphenazine 16 MG Oral Tablet,198075,68084-842,680840842,9,ROUND,1,4943;V,GRAY,PERPHENAZINE 16 mg,PERPHENAZINE[PERPHENAZINE],C42931,American Health Packaging,SPL,16_mg_Perphenazine_Tablet.jpg,68084-842,train
data\public\pillbox\images\003783512.jpg,risperidone 2 MG Oral Tablet,Risperidone,risperidone 2 MG Oral Tablet,312831,0378-3512,003783512,8,ROUND,1,M;R12,BROWN,RISPERIDONE 2 mg,RISPERIDONE[RISPERIDONE],C42931,Mylan Pharmaceuticals Inc.,NLM,003783512.jpg,0378-3512,train
data\public\pillbox\images\00093005801.jpg,tramadol hydrochloride 50 MG Oral Tablet,Tramadol Hydrochloride,tramadol hydrochloride 50 MG Oral Tablet,835603,0093-0058,000930058,11,OVAL,1,TV;58,WHITE,TRAMADOL HYDROCHLORIDE 50 mg,TRAMADOL HYDROCHLORIDE[TRAMADOL],C42931,"Teva Pharmaceuticals USA, Inc.",SPL,00093005801.jpg,0093-0058,val
data\public\pillbox\images\008320302.jpg,chlorpromazine hydrochloride 50 MG Oral Tablet,Chlorpromazine Hydrochloride,chlorpromazine hydrochloride 50 MG Oral Tablet,991336,0832-0302,008320302,10,ROUND,1,832;50,BROWN,Chlorpromazine Hydrochloride 50 mg,Chlorpromazine Hydrochloride[Chlorpromazine],C42992,"Upsher-Smith Laboratories, Inc.",NLM,008320302.jpg,0832-0302,train
data\public\pillbox\images\00093744356.jpg,fluvastatin 40 MG Oral Capsule,Fluvastatin,fluvastatin 40 MG Oral Capsule,310405,0093-7443,000937443,19,CAPSULE,1,TEVA;7443,YELLOW;PINK,FLUVASTATIN SODIUM 40 mg,FLUVASTATIN SODIUM[FLUVASTATIN],C25158,"Teva Pharmaceuticals USA, Inc.",SPL,00093744356.jpg,0093-7443,val
data\public\pillbox\images\433530546.jpg,12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet,BuPROPion Hydrochloride,12 HR bupropion hydrochloride 150 MG Extended Release Oral Tablet,993518,43353-546,433530546,11,ROUND,1,WPI;839,WHITE,BUPROPION HYDROCHLORIDE 150 mg,BUPROPION HYDROCHLORIDE[BUPROPION],C42930,"Aphena Pharma Solutions - Tennessee, LLC",NLM,433530546.jpg,43353-546,train
data\public\pillbox\images\00527-1341-10_3D081EA0.jpg,levothyroxine sodium 0.025 MG Oral Tablet,Levothyroxine Sodium,levothyroxine sodium 0.025 MG Oral Tablet,966220,0527-1341,005271341,7,ROUND,2,JSP;513,ORANGE,LEVOTHYROXINE SODIUM 0.025 mg,LEVOTHYROXINE SODIUM[LEVOTHYROXINE],C42998,"Lannett Company, Inc.",NLM,00527-1341-10_3D081EA0.jpg,0527-1341,train
data\public\pillbox\images\680840079.jpg,Gabapentin GABAPENTIN 100 mg,Gabapentin,,,68084-079,680840079,16,CAPSULE,1,R665,BROWN;WHITE,GABAPENTIN 100 mg,GABAPENTIN[GABAPENTIN],C25158,American Health Packaging,NLM,680840079.jpg,68084-079,val
data\public\pillbox\images\000854324.jpg,posaconazole 100 MG Delayed Release Oral Tablet [Noxafil],NOXAFIL,posaconazole 100 MG Delayed Release Oral Tablet [Noxafil],1482912,0085-4324,000854324,17,OVAL,1,100,YELLOW,posaconazole 100 mg,posaconazole[posaconazole],C42897,Merck Sharp & Dohme Corp.,NLM,000854324.jpg,0085-4324,train
data\public\pillbox\images\00074-7148-19_971D4BAA.jpg,levothyroxine sodium 0.2 MG Oral Tablet [Synthroid],Synthroid,levothyroxine sodium 0.2 MG Oral Tablet [Synthroid],966251,0074-7148,000747148,7,ROUND,2,SYNTHROID;200,PINK,LEVOTHYROXINE SODIUM 200 ug,LEVOTHYROXINE SODIUM[LEVOTHYROXINE],C42998,AbbVie Inc.,NLM,00074-7148-19_971D4BAA.jpg,0074-7148,train
data\public\pillbox\images\875dda91-45d9-9ff3-e053-2a95a90a5226.jpg,dantrolene sodium 25 MG Oral Capsule,Dantrolene Sodium,dantrolene sodium 25 MG Oral Capsule,856656,68084-300,680840300,16,CAPSULE,1,G441,YELLOW;GREEN,DANTROLENE SODIUM 25 mg,DANTROLENE SODIUM[DANTROLENE],C25158,American Health Packaging,SPL,875dda91-45d9-9ff3-e053-2a95a90a5226.jpg,68084-300,train
data\public\pillbox\images\525440956.jpg,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule [Fiorinal with Codeine],Fiorinal with Codeine,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule [Fiorinal with Codeine],994277,52544-956,525440956,22,CAPSULE,1,FIORINAL;CODEINE;WATSON;956,BLUE;YELLOW,CODEINE PHOSPHATE 30 mg;BUTALBITAL 50 mg;CAFFEINE 40 mg;ASPIRIN 325 mg,CODEINE PHOSPHATE[CODEINE ANHYDROUS];BUTALBITAL[BUTALBITAL];CAFFEINE[CAFFEINE];ASPIRIN[ASPIRIN],C25158,"Actavis Pharma, Inc.",NLM,525440956.jpg,52544-956,train
data\public\pillbox\images\00093526901.jpg,zaleplon 10 MG Oral Capsule,Zaleplon,zaleplon 10 MG Oral Capsule,313761,0093-5269,000935269,14,CAPSULE,1,93;5269;93;5269,BLUE;BLUE,ZALEPLON 10 mg,ZALEPLON[ZALEPLON],C25158,"Teva Pharmaceuticals USA, Inc.",SPL,00093526901.jpg,0093-5269,val
data\public\pillbox\images\00093071101.jpg,flurbiprofen 100 MG Oral Tablet,Flurbiprofen,flurbiprofen 100 MG Oral Tablet,197724,68788-7341,687887341,10,ROUND,1,93;711,BLUE,FLURBIPROFEN 100 mg,FLURBIPROFEN[FLURBIPROFEN],C42931,Preferred Pharmaceuticals Inc.,SPL,00093071101.jpg,68788-7341,val
data\public\pillbox\images\003781052.jpg,enalapril maleate 5 MG Oral Tablet,Enalapril Maleate,enalapril maleate 5 MG Oral Tablet,858813,0378-1052,003781052,8,ROUND,2,M;E16,WHITE,ENALAPRIL MALEATE 5 mg,ENALAPRIL MALEATE[ENALAPRILAT ANHYDROUS],C42998,Mylan Pharmaceuticals Inc.,NLM,003781052.jpg,0378-1052,train
data\public\pillbox\images\00378-0505-01_652332F9.jpg,bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG Oral Tablet,Bisoprolol Fumarate and Hydrochlorothiazide,bisoprolol fumarate 10 MG / hydrochlorothiazide 6.25 MG Oral Tablet,854908,0378-0505,003780505,7,ROUND,1,M;505,WHITE,BISOPROLOL FUMARATE 10 mg;HYDROCHLOROTHIAZIDE 6.25 mg,BISOPROLOL FUMARATE[BISOPROLOL];HYDROCHLOROTHIAZIDE[HYDROCHLOROTHIAZIDE],C42931,Mylan Pharmaceuticals Inc.,NLM,00378-0505-01_652332F9.jpg,0378-0505,train
data\public\pillbox\images\551110682.jpg,ibuprofen 400 MG Oral Tablet [Ibu],IBU,ibuprofen 400 MG Oral Tablet [Ibu],206905,55111-682,551110682,8,OVAL,1,4I,WHITE,Ibuprofen 400 mg,Ibuprofen[Ibuprofen],C42998,Dr. Reddy's Laboratories Limited,NLM,551110682.jpg,55111-682,val
data\public\pillbox\images\009045921.jpg,digoxin 0.125 MG Oral Tablet,Digoxin,digoxin 0.125 MG Oral Tablet,197604,0904-5921,009045921,6,ROUND,2,W;40,YELLOW,DIGOXIN 125 ug,DIGOXIN[DIGOXIN],C42998,Major Pharmaceuticals,NLM,009045921.jpg,0904-5921,train
data\public\pillbox\images\547380903.jpg,Sulindac Sulindac 200 mg,Sulindac,,,54738-903,547380903,10,ROUND,2,MP;116,YELLOW,Sulindac 200 mg,Sulindac[Sulindac],C42998,Richmond Pharmaceuticals,NLM,547380903.jpg,54738-903,val
data\public\pillbox\images\510790943.jpg,bupropion hydrochloride 75 MG Oral Tablet,Bupropion Hydrochloride,bupropion hydrochloride 75 MG Oral Tablet,993691,51079-943,510790943,11,ROUND,1,M;433,ORANGE,BUPROPION HYDROCHLORIDE 75 mg,BUPROPION HYDROCHLORIDE[BUPROPION],C42931,Mylan Institutional Inc.,NLM,510790943.jpg,51079-943,train
data\public\pillbox\images\555665061.jpg,desmopressin acetate 0.2 MG Oral Tablet,Desmopressin Acetate,desmopressin acetate 0.2 MG Oral Tablet,833008,55566-5061,555665061,10,ROUND,2,0;2,WHITE,Desmopressin acetate 0.2 mg,Desmopressin acetate[Desmopressin],C42998,Ferring Pharmaceuticals Inc.,NLM,555665061.jpg,55566-5061,train
data\public\pillbox\images\00093777201.jpg,clozapine 100 MG Oral Tablet,Clozapine,clozapine 100 MG Oral Tablet,197535,0093-7772,000937772,9,ROUND,2,7772;100,YELLOW,CLOZAPINE 100 mg,CLOZAPINE[CLOZAPINE],C42998,"Teva Pharmaceuticals USA, Inc.",SPL,00093777201.jpg,0093-7772,train
data\public\pillbox\images\65862-0199-05_10080850.jpg,gabapentin 300 MG Oral Capsule,Gabapentin,gabapentin 300 MG Oral Capsule,310431,65862-199,658620199,20,CAPSULE,1,D;03,YELLOW,GABAPENTIN 300 mg,GABAPENTIN[GABAPENTIN],C25158,Aurobindo Pharma Limited,NLM,65862-0199-05_10080850.jpg,65862-199,train
data\public\pillbox\images\88de65ac-1e2c-1294-e053-2a95a90a9c3b.jpg,ciprofloxacin 750 MG Oral Tablet,Ciprofloxacin,ciprofloxacin 750 MG Oral Tablet,197512,68084-071,680840071,22,OVAL,1,CR;750,WHITE,CIPROFLOXACIN HYDROCHLORIDE 750 mg,CIPROFLOXACIN HYDROCHLORIDE[CIPROFLOXACIN],C42931,American Health Packaging,SPL,88de65ac-1e2c-1294-e053-2a95a90a9c3b.jpg,68084-071,train
data\public\pillbox\images\005911117.jpg,mirtazapine 15 MG Oral Tablet,Mirtazapine,mirtazapine 15 MG Oral Tablet,311725,0591-1117,005911117,10,OVAL,2,WPI;11;17,WHITE,MIRTAZAPINE 15 mg,MIRTAZAPINE[MIRTAZAPINE],C42931,"Actavis Pharma, Inc.",NLM,005911117.jpg,0591-1117,val
data\public\pillbox\images\000493180.jpg,voriconazole 200 MG Oral Tablet [Vfend],VFEND,voriconazole 200 MG Oral Tablet [Vfend],352219,0049-3180,000493180,15,OVAL,1,Pfizer;VOR200,WHITE,VORICONAZOLE 200 mg,VORICONAZOLE[VORICONAZOLE],C42931,Roerig,NLM,000493180.jpg,0049-3180,val
data\public\pillbox\images\537460102.jpg,gabapentin 300 MG Oral Capsule,Gabapentin,gabapentin 300 MG Oral Capsule,310431,53746-102,537460102,19,CAPSULE,1,IP102,YELLOW,GABAPENTIN 300 mg,GABAPENTIN[GABAPENTIN],C25158,Amneal Pharmaceuticals of New York LLC,NLM,537460102.jpg,53746-102,train
data\public\pillbox\images\00093104998.jpg,Metformin Hydrochloride METFORMIN HYDROCHLORIDE 850 mg,Metformin Hydrochloride,,,63629-6794,636296794,18,OVAL,1,93;49,WHITE,METFORMIN HYDROCHLORIDE 850 mg,METFORMIN HYDROCHLORIDE[METFORMIN],C42931,Bryant Ranch Prepack,SPL,00093104998.jpg,63629-6794,val
data\public\pillbox\images\009045851.jpg,Metformin Hydrochloride METFORMIN HYDROCHLORIDE 1000 mg,Metformin Hydrochloride,,,0904-5851,009045851,19,OVAL,2,GP128,WHITE,METFORMIN HYDROCHLORIDE 1000 mg,METFORMIN HYDROCHLORIDE[METFORMIN],C42931,Major Pharmaceuticals,NLM,009045851.jpg,0904-5851,train
data\public\pillbox\images\604290039.jpg,Ramipril Ramipril 2.5 mg,Ramipril,,,60429-039,604290039,4,CAPSULE,1,IG272;2;5;mg,ORANGE,Ramipril 2.5 mg,Ramipril[ramipril],C25158,"Golden State Medical Supply, Inc.",NLM,604290039.jpg,60429-039,train
data\public\pillbox\images\625840693.jpg,doxycycline hyclate 100 MG Oral Tablet,Doxycycline,doxycycline hyclate 100 MG Oral Tablet,1650143,62584-693,625840693,17,ROUND,1,WW;112,ORANGE,DOXYCYCLINE HYCLATE 100 mg,DOXYCYCLINE HYCLATE[DOXYCYCLINE ANHYDROUS],C42897,American Health Packaging,NLM,625840693.jpg,62584-693,train
data\public\pillbox\images\165900086.jpg,Effexor venlafaxine hydrochloride 75 mg,Effexor,,,16590-086,165900086,20,CAPSULE,1,W;EffexorXR;75,ORANGE,venlafaxine hydrochloride 75 mg,venlafaxine hydrochloride[VENLAFAXINE],C42916,Stat Rx USA,NLM,165900086.jpg,16590-086,train
data\public\pillbox\images\DRR05270.jpg,tacrolimus 5 MG Oral Capsule,Tacrolimus,tacrolimus 5 MG Oral Capsule,198378,68084-451,680840451,14,CAPSULE,1,5MG;RDY;527,RED,TACROLIMUS 5 mg,TACROLIMUS[TACROLIMUS ANHYDROUS],C25158,American Health Packaging,SPL,DRR05270.jpg,68084-451,train
data\public\pillbox\images\422910724.jpg,Ranitidine RANITIDINE HYDROCHLORIDE 150 mg,Ranitidine,,,42291-724,422910724,9,ROUND,1,IP;253,ORANGE,RANITIDINE HYDROCHLORIDE 150 mg,RANITIDINE HYDROCHLORIDE[RANITIDINE],C42998,"AvKARE, Inc.",NLM,422910724.jpg,42291-724,train
data\public\pillbox\images\CBR07490.jpg,linezolid 600 MG Oral Tablet,Linezolid,linezolid 600 MG Oral Tablet,311347,60687-309,606870309,18,OVAL,1,I;22,WHITE,LINEZOLID 600 mg,LINEZOLID[LINEZOLID],C42931,American Health Packaging,SPL,CBR07490.jpg,60687-309,train
data\public\pillbox\images\50111078855.jpg,Azithromycin AZITHROMYCIN MONOHYDRATE 500 mg,Azithromycin,,,61786-273,617860273,19,OVAL,1,PLIVA;788,BLUE,AZITHROMYCIN MONOHYDRATE 500 mg,AZITHROMYCIN MONOHYDRATE[AZITHROMYCIN ANHYDROUS],C42931,REMEDYREPACK INC.,SPL,50111078855.jpg,61786-273,val
data\public\pillbox\images\8e82b3a5-4bba-3863-e053-2a95a90ac893.jpg,"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule",Nitrofurantoin (monohydrate/macrocrystals),"nitrofurantoin, macrocrystals 25 MG / nitrofurantoin, monohydrate 75 MG Oral Capsule",1648755,68084-446,680840446,21,CAPSULE,1,E122,BLACK;WHITE,NITROFURANTOIN MONOHYDRATE 75 mg;NITROFURANTOIN 25 mg,NITROFURANTOIN MONOHYDRATE[NITROFURANTOIN];NITROFURANTOIN[NITROFURANTOIN],C25158,American Health Packaging,SPL,8e82b3a5-4bba-3863-e053-2a95a90ac893.jpg,68084-446,train
