0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
1 info using npm@10.8.2
2 info using node@v20.19.5
3368 http fetch GET 200 https://registry.npmjs.org/hermes-parser/-/hermes-parser-0.32.0.tgz 55322ms (cache miss)
3369 http fetch GET 200 https://registry.npmjs.org/react-native-safe-area-context/-/react-native-safe-area-context-4.8.2.tgz 59594ms (cache miss)
3370 http fetch GET 200 https://registry.npmjs.org/hermes-parser/-/hermes-parser-0.32.1.tgz 55395ms (cache miss)
3371 http fetch GET 200 https://registry.npmjs.org/ajv/-/ajv-6.14.0.tgz 55241ms (cache miss)
3372 http fetch GET 200 https://registry.npmjs.org/ajv/-/ajv-6.14.0.tgz 55047ms (cache miss)
3373 http fetch GET 200 https://registry.npmjs.org/@react-navigation/native/-/native-6.1.18.tgz 58003ms (cache miss)
3374 http fetch GET 200 https://registry.npmjs.org/resolve/-/resolve-2.0.0-next.6.tgz 56277ms (cache miss)
3375 http fetch GET 200 https://registry.npmjs.org/prettier/-/prettier-2.8.8.tgz 60102ms (cache miss)
3376 http fetch GET 200 https://registry.npmjs.org/resolve/-/resolve-2.0.0-next.6.tgz 56324ms (cache miss)
3377 http fetch GET 200 https://registry.npmjs.org/hermes-estree/-/hermes-estree-0.32.1.tgz 56428ms (cache miss)
3378 http fetch GET 200 https://registry.npmjs.org/@babel/core/-/core-7.29.0.tgz 57313ms (cache miss)
3379 http fetch GET 200 https://registry.npmjs.org/@react-native/codegen/-/codegen-0.85.0.tgz 58503ms (cache miss)
3380 http fetch GET 200 https://registry.npmjs.org/@react-navigation/elements/-/elements-1.3.31.tgz 58780ms (cache miss)
3381 http fetch GET 200 https://registry.npmjs.org/yaml/-/yaml-2.8.3.tgz 62094ms (cache miss)
3382 http fetch GET 200 https://registry.npmjs.org/fbjs/-/fbjs-3.0.5.tgz 60850ms (cache miss)
3383 http fetch GET 200 https://registry.npmjs.org/react-devtools-core/-/react-devtools-core-4.28.5.tgz 63824ms (cache miss)
3384 http fetch GET 200 https://registry.npmjs.org/@react-native/codegen/-/codegen-0.83.4.tgz 59651ms (cache miss)
3385 http fetch GET 200 https://registry.npmjs.org/@react-native/codegen/-/codegen-0.73.3.tgz 41646ms (cache miss)
3386 http fetch GET 200 https://registry.npmjs.org/@babel/types/-/types-7.29.0.tgz 61340ms (cache miss)
3387 http fetch GET 200 https://registry.npmjs.org/@react-navigation/stack/-/stack-6.4.1.tgz 61990ms (cache miss)
3388 http fetch GET 200 https://registry.npmjs.org/sucrase/-/sucrase-3.34.0.tgz 55766ms (cache miss)
3389 http fetch GET 200 https://registry.npmjs.org/@react-native/codegen/-/codegen-0.73.3.tgz 61568ms (cache miss)
3390 http fetch GET 200 https://registry.npmjs.org/@react-native/codegen/-/codegen-0.73.3.tgz 61609ms (cache miss)
3391 http fetch GET 200 https://registry.npmjs.org/@babel/runtime/-/runtime-7.29.2.tgz 63175ms (cache miss)
3392 http fetch GET 200 https://registry.npmjs.org/eslint-plugin-es-x/-/eslint-plugin-es-x-7.8.0.tgz 64937ms (cache miss)
3393 http fetch GET 200 https://registry.npmjs.org/@expo/config-plugins/-/config-plugins-7.9.2.tgz 63673ms (cache miss)
3394 http fetch GET 200 https://registry.npmjs.org/metro/-/metro-0.80.12.tgz 66197ms (cache miss)
3395 http fetch GET 200 https://registry.npmjs.org/@babel/helpers/-/helpers-7.29.2.tgz 63471ms (cache miss)
3396 http fetch GET 200 https://registry.npmjs.org/@expo/vector-icons/-/vector-icons-14.1.0.tgz 64521ms (cache miss)
3397 http fetch GET 200 https://registry.npmjs.org/@expo/config-plugins/-/config-plugins-55.0.8.tgz 63082ms (cache miss)
3398 http fetch GET 200 https://registry.npmjs.org/@typescript-eslint/scope-manager/-/scope-manager-8.58.1.tgz 65323ms (cache miss)
3399 http fetch GET 200 https://registry.npmjs.org/@testing-library/react-native/-/react-native-13.3.3.tgz 69420ms (cache miss)
3400 http fetch GET 200 https://registry.npmjs.org/eslint-plugin-react/-/eslint-plugin-react-7.37.5.tgz 72632ms (cache miss)
3401 http fetch GET 200 https://registry.npmjs.org/react-native-screens/-/react-native-screens-3.29.0.tgz 74116ms (cache miss)
3402 http fetch GET 200 https://registry.npmjs.org/@react-navigation/core/-/core-6.4.17.tgz 71891ms (cache miss)
3403 http fetch GET 200 https://registry.npmjs.org/eslint/-/eslint-9.39.4.tgz 73718ms (cache miss)
3404 http fetch GET 200 https://registry.npmjs.org/dayjs/-/dayjs-1.11.20.tgz 73688ms (cache miss)
3405 http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-5.9.3.tgz 75650ms (cache miss)
3406 http fetch GET 200 https://registry.npmjs.org/ajv/-/ajv-8.11.0.tgz 73077ms (cache miss)
3407 http fetch GET 200 https://registry.npmjs.org/@typescript-eslint/eslint-plugin/-/eslint-plugin-8.58.1.tgz 73131ms (cache miss)
3408 http fetch GET 200 https://registry.npmjs.org/jsdom/-/jsdom-20.0.3.tgz 75025ms (cache miss)
3409 http fetch GET 200 https://registry.npmjs.org/regenerate-unicode-properties/-/regenerate-unicode-properties-10.2.2.tgz 63902ms (cache miss)
3410 http fetch GET 200 https://registry.npmjs.org/graphql/-/graphql-15.8.0.tgz 75206ms (cache miss)
3411 http fetch GET 200 https://registry.npmjs.org/jsc-android/-/jsc-android-250231.0.0.tgz 75998ms (cache miss)
3412 http fetch GET 200 https://registry.npmjs.org/expo-dev-menu/-/expo-dev-menu-4.5.8.tgz 76377ms (cache miss)
3413 http fetch GET 200 https://registry.npmjs.org/expo-notifications/-/expo-notifications-0.27.8.tgz 76443ms (cache miss)
3414 http fetch GET 200 https://registry.npmjs.org/expo-dev-launcher/-/expo-dev-launcher-3.6.10.tgz 79213ms (cache miss)
3415 http fetch GET 200 https://registry.npmjs.org/@expo/cli/-/cli-0.17.13.tgz 78781ms (cache miss)
3416 http fetch GET 200 https://registry.npmjs.org/caniuse-lite/-/caniuse-lite-1.0.30001787.tgz 80023ms (cache miss)
3417 http fetch GET 200 https://registry.npmjs.org/expo-modules-core/-/expo-modules-core-1.11.14.tgz 81548ms (cache miss)
3418 http fetch GET 200 https://registry.npmjs.org/lodash/-/lodash-4.18.1.tgz 83207ms (cache miss)
3419 http fetch GET 200 https://registry.npmjs.org/react-native-gesture-handler/-/react-native-gesture-handler-2.14.1.tgz 67601ms (cache miss)
3420 http fetch GET 200 https://registry.npmjs.org/@react-native/debugger-frontend/-/debugger-frontend-0.73.3.tgz 83215ms (cache miss)
3421 http fetch GET 200 https://registry.npmjs.org/@sinclair/typebox/-/typebox-0.34.49.tgz 85017ms (cache miss)
3422 http fetch GET 200 https://registry.npmjs.org/es-abstract/-/es-abstract-1.24.2.tgz 102059ms (cache miss)
3423 http fetch GET 200 https://registry.npmjs.org/react-native/-/react-native-0.73.6.tgz 118555ms (cache miss)
3424 silly ADD node_modules/yocto-queue
3425 silly ADD node_modules/yargs-parser
3426 silly ADD node_modules/yargs
3427 silly ADD node_modules/yaml
3428 silly ADD node_modules/yallist
3429 silly ADD node_modules/y18n
3430 silly ADD node_modules/xtend
3431 silly ADD node_modules/xmlchars
3432 silly ADD node_modules/xmlbuilder
3433 silly ADD node_modules/xml2js
3434 silly ADD node_modules/xml2js/node_modules/xmlbuilder
3435 silly ADD node_modules/xml-name-validator
3436 silly ADD node_modules/xcode
3437 silly ADD node_modules/xcode/node_modules/uuid
3438 silly ADD node_modules/ws
3439 silly ADD node_modules/write-file-atomic
3440 silly ADD node_modules/wrappy
3441 silly ADD node_modules/wrap-ansi
3442 silly ADD node_modules/word-wrap
3443 silly ADD node_modules/wonka
3444 silly ADD node_modules/which-typed-array
3445 silly ADD node_modules/which-module
3446 silly ADD node_modules/which-collection
3447 silly ADD node_modules/which-builtin-type
3448 silly ADD node_modules/which-boxed-primitive
3449 silly ADD node_modules/which
3450 silly ADD node_modules/whatwg-url-without-unicode
3451 silly ADD node_modules/whatwg-url-without-unicode/node_modules/webidl-conversions
3452 silly ADD node_modules/whatwg-url
3453 silly ADD node_modules/whatwg-mimetype
3454 silly ADD node_modules/whatwg-fetch
3455 silly ADD node_modules/whatwg-encoding
3456 silly ADD node_modules/webidl-conversions
3457 silly ADD node_modules/wcwidth
3458 silly ADD node_modules/warn-once
3459 silly ADD node_modules/walker
3460 silly ADD node_modules/w3c-xmlserializer
3461 silly ADD node_modules/void-elements
3462 silly ADD node_modules/vlq
3463 silly ADD node_modules/vary
3464 silly ADD node_modules/validate-npm-package-name
3465 silly ADD node_modules/valid-url
3466 silly ADD node_modules/v8-to-istanbul
3467 silly ADD node_modules/uuid
3468 silly ADD node_modules/utils-merge
3469 silly ADD node_modules/util-deprecate
3470 silly ADD node_modules/util
3471 silly ADD node_modules/use-latest-callback
3472 silly ADD node_modules/url-parse
3473 silly ADD node_modules/url-join
3474 silly ADD node_modules/uri-js
3475 silly ADD node_modules/update-browserslist-db
3476 silly ADD node_modules/unpipe
3477 silly ADD node_modules/universalify
3478 silly ADD node_modules/unique-string
3479 silly ADD node_modules/unique-string/node_modules/crypto-random-string
3480 silly ADD node_modules/unique-slug
3481 silly ADD node_modules/unique-filename
3482 silly ADD node_modules/unicode-property-aliases-ecmascript
3483 silly ADD node_modules/unicode-match-property-value-ecmascript
3484 silly ADD node_modules/unicode-match-property-ecmascript
3485 silly ADD node_modules/unicode-canonical-property-names-ecmascript
3486 silly ADD node_modules/undici-types
3487 silly ADD node_modules/unbox-primitive
3488 silly ADD node_modules/ua-parser-js
3489 silly ADD node_modules/typescript
3490 silly ADD node_modules/typedarray.prototype.slice
3491 silly ADD node_modules/typed-array-length
3492 silly ADD node_modules/typed-array-byte-offset
3493 silly ADD node_modules/typed-array-byte-length
3494 silly ADD node_modules/typed-array-buffer
3495 silly ADD node_modules/type-fest
3496 silly ADD node_modules/type-detect
3497 silly ADD node_modules/type-check
3498 silly ADD node_modules/tslib
3499 silly ADD node_modules/tsconfig-paths
3500 silly ADD node_modules/tsconfig-paths/node_modules/strip-bom
3501 silly ADD node_modules/tsconfig-paths/node_modules/json5
3502 silly ADD node_modules/ts-jest
3503 silly ADD node_modules/ts-jest/node_modules/semver
3504 silly ADD node_modules/ts-interface-checker
3505 silly ADD node_modules/ts-declaration-location
3506 silly ADD node_modules/ts-declaration-location/node_modules/picomatch
3507 silly ADD node_modules/ts-api-utils
3508 silly ADD node_modules/traverse
3509 silly ADD node_modules/tr46
3510 silly ADD node_modules/tough-cookie
3511 silly ADD node_modules/tough-cookie/node_modules/universalify
3512 silly ADD node_modules/toidentifier
3513 silly ADD node_modules/to-regex-range
3514 silly ADD node_modules/tmpl
3515 silly ADD node_modules/tinyglobby
3516 silly ADD node_modules/tinyglobby/node_modules/picomatch
3517 silly ADD node_modules/through2
3518 silly ADD node_modules/throat
3519 silly ADD node_modules/thenify-all
3520 silly ADD node_modules/thenify
3521 silly ADD node_modules/text-table
3522 silly ADD node_modules/test-exclude
3523 silly ADD node_modules/terser
3524 silly ADD node_modules/terser/node_modules/commander
3525 silly ADD node_modules/terminal-link
3526 silly ADD node_modules/tempy
3527 silly ADD node_modules/tempy/node_modules/type-fest
3528 silly ADD node_modules/tempy/node_modules/is-stream
3529 silly ADD node_modules/temp-dir
3530 silly ADD node_modules/temp
3531 silly ADD node_modules/temp/node_modules/rimraf
3532 silly ADD node_modules/tar
3533 silly ADD node_modules/tar/node_modules/yallist
3534 silly ADD node_modules/tar/node_modules/minipass
3535 silly ADD node_modules/tapable
3536 silly ADD node_modules/synckit
3537 silly ADD node_modules/symbol-tree
3538 silly ADD node_modules/supports-preserve-symlinks-flag
3539 silly ADD node_modules/supports-hyperlinks
3540 silly ADD node_modules/supports-hyperlinks/node_modules/has-flag
3541 silly ADD node_modules/supports-color
3542 silly ADD node_modules/supports-color/node_modules/has-flag
3543 silly ADD node_modules/sudo-prompt
3544 silly ADD node_modules/sucrase
3545 silly ADD node_modules/sucrase/node_modules/glob
3546 silly ADD node_modules/sucrase/node_modules/commander
3547 silly ADD node_modules/structured-headers
3548 silly ADD node_modules/strnum
3549 silly ADD node_modules/strip-json-comments
3550 silly ADD node_modules/strip-indent
3551 silly ADD node_modules/strip-final-newline
3552 silly ADD node_modules/strip-eof
3553 silly ADD node_modules/strip-bom
3554 silly ADD node_modules/strip-ansi
3555 silly ADD node_modules/string.prototype.trimstart
3556 silly ADD node_modules/string.prototype.trimend
3557 silly ADD node_modules/string.prototype.trim
3558 silly ADD node_modules/string.prototype.repeat
3559 silly ADD node_modules/string.prototype.matchall
3560 silly ADD node_modules/string-width
3561 silly ADD node_modules/string-width/node_modules/is-fullwidth-code-point
3562 silly ADD node_modules/string-length
3563 silly ADD node_modules/string_decoder
3564 silly ADD node_modules/string_decoder/node_modules/safe-buffer
3565 silly ADD node_modules/strict-uri-encode
3566 silly ADD node_modules/stream-buffers
3567 silly ADD node_modules/stop-iteration-iterator
3568 silly ADD node_modules/statuses
3569 silly ADD node_modules/stacktrace-parser
3570 silly ADD node_modules/stacktrace-parser/node_modules/type-fest
3571 silly ADD node_modules/stacktrace-js
3572 silly ADD node_modules/stacktrace-gps
3573 silly ADD node_modules/stacktrace-gps/node_modules/source-map
3574 silly ADD node_modules/stackframe
3575 silly ADD node_modules/stack-utils
3576 silly ADD node_modules/stack-utils/node_modules/escape-string-regexp
3577 silly ADD node_modules/stack-generator
3578 silly ADD node_modules/ssri
3579 silly ADD node_modules/sprintf-js
3580 silly ADD node_modules/split-on-first
3581 silly ADD node_modules/source-map-support
3582 silly ADD node_modules/source-map-js
3583 silly ADD node_modules/source-map
3584 silly ADD node_modules/slugify
3585 silly ADD node_modules/slice-ansi
3586 silly ADD node_modules/slice-ansi/node_modules/color-name
3587 silly ADD node_modules/slice-ansi/node_modules/color-convert
3588 silly ADD node_modules/slice-ansi/node_modules/ansi-styles
3589 silly ADD node_modules/slash
3590 silly ADD node_modules/sisteransi
3591 silly ADD node_modules/simple-swizzle
3592 silly ADD node_modules/simple-swizzle/node_modules/is-arrayish
3593 silly ADD node_modules/simple-plist
3594 silly ADD node_modules/simple-plist/node_modules/bplist-parser
3595 silly ADD node_modules/signal-exit
3596 silly ADD node_modules/side-channel-weakmap
3597 silly ADD node_modules/side-channel-map
3598 silly ADD node_modules/side-channel-list
3599 silly ADD node_modules/side-channel
3600 silly ADD node_modules/shell-quote
3601 silly ADD node_modules/shebang-regex
3602 silly ADD node_modules/shebang-command
3603 silly ADD node_modules/shallow-clone
3604 silly ADD node_modules/setprototypeof
3605 silly ADD node_modules/setimmediate
3606 silly ADD node_modules/set-proto
3607 silly ADD node_modules/set-function-name
3608 silly ADD node_modules/set-function-length
3609 silly ADD node_modules/set-blocking
3610 silly ADD node_modules/server-only
3611 silly ADD node_modules/serve-static
3612 silly ADD node_modules/serve-static/node_modules/statuses
3613 silly ADD node_modules/serve-static/node_modules/send
3614 silly ADD node_modules/serve-static/node_modules/on-finished
3615 silly ADD node_modules/serve-static/node_modules/mime
3616 silly ADD node_modules/serve-static/node_modules/http-errors
3617 silly ADD node_modules/serve-static/node_modules/encodeurl
3618 silly ADD node_modules/serve-static/node_modules/debug
3619 silly ADD node_modules/serve-static/node_modules/debug/node_modules/ms
3620 silly ADD node_modules/serialize-error
3621 silly ADD node_modules/send
3622 silly ADD node_modules/send/node_modules/statuses
3623 silly ADD node_modules/send/node_modules/on-finished
3624 silly ADD node_modules/send/node_modules/mime
3625 silly ADD node_modules/send/node_modules/debug
3626 silly ADD node_modules/send/node_modules/debug/node_modules/ms
3627 silly ADD node_modules/semver
3628 silly ADD node_modules/scheduler
3629 silly ADD node_modules/saxes
3630 silly ADD node_modules/sax
3631 silly ADD node_modules/safer-buffer
3632 silly ADD node_modules/safe-regex-test
3633 silly ADD node_modules/safe-push-apply
3634 silly ADD node_modules/safe-buffer
3635 silly ADD node_modules/safe-array-concat
3636 silly ADD node_modules/run-parallel
3637 silly ADD node_modules/rtl-detect
3638 silly ADD node_modules/rimraf
3639 silly ADD node_modules/reusify
3640 silly ADD node_modules/restore-cursor
3641 silly ADD node_modules/restore-cursor/node_modules/onetime
3642 silly ADD node_modules/restore-cursor/node_modules/mimic-fn
3643 silly ADD node_modules/resolve.exports
3644 silly ADD node_modules/resolve-workspace-root
3645 silly ADD node_modules/resolve-pkg-maps
3646 silly ADD node_modules/resolve-from
3647 silly ADD node_modules/resolve-cwd
3648 silly ADD node_modules/resolve
3649 silly ADD node_modules/requires-port
3650 silly ADD node_modules/requireg
3651 silly ADD node_modules/requireg/node_modules/resolve
3652 silly ADD node_modules/require-main-filename
3653 silly ADD node_modules/require-from-string
3654 silly ADD node_modules/require-directory
3655 silly ADD node_modules/remove-trailing-slash
3656 silly ADD node_modules/regjsparser
3657 silly ADD node_modules/regjsgen
3658 silly ADD node_modules/regexpu-core
3659 silly ADD node_modules/regexpp
3660 silly ADD node_modules/regexp.prototype.flags
3661 silly ADD node_modules/regenerator-runtime
3662 silly ADD node_modules/regenerate-unicode-properties
3663 silly ADD node_modules/regenerate
3664 silly ADD node_modules/reflect.getprototypeof
3665 silly ADD node_modules/redent
3666 silly ADD node_modules/recast
3667 silly ADD node_modules/readline
3668 silly ADD node_modules/readdirp
3669 silly ADD node_modules/readdirp/node_modules/picomatch
3670 silly ADD node_modules/readable-stream
3671 silly ADD node_modules/readable-stream/node_modules/safe-buffer
3672 silly ADD node_modules/readable-stream/node_modules/isarray
3673 silly ADD node_modules/react-shallow-renderer
3674 silly ADD node_modules/react-refresh
3675 silly ADD node_modules/react-native-screens
3676 silly ADD node_modules/react-native-safe-area-context
3677 silly ADD node_modules/react-native-gesture-handler
3678 silly ADD node_modules/react-native
3679 silly ADD node_modules/react-native/node_modules/ws
3680 silly ADD node_modules/react-native/node_modules/react-is
3681 silly ADD node_modules/react-native/node_modules/promise
3682 silly ADD node_modules/react-native/node_modules/pretty-format
3683 silly ADD node_modules/react-native/node_modules/mkdirp
3684 silly ADD node_modules/react-native/node_modules/@types/yargs
3685 silly ADD node_modules/react-native/node_modules/@react-native/codegen
3686 silly ADD node_modules/react-native/node_modules/@jest/types
3687 silly ADD node_modules/react-is
3688 silly ADD node_modules/react-i18next
3689 silly ADD node_modules/react-freeze
3690 silly ADD node_modules/react-devtools-core
3691 silly ADD node_modules/react-devtools-core/node_modules/ws
3692 silly ADD node_modules/react
3693 silly ADD node_modules/rc
3694 silly ADD node_modules/rc/node_modules/strip-json-comments
3695 silly ADD node_modules/range-parser
3696 silly ADD node_modules/queue-microtask
3697 silly ADD node_modules/queue
3698 silly ADD node_modules/querystringify
3699 silly ADD node_modules/query-string
3700 silly ADD node_modules/qrcode-terminal
3701 silly ADD node_modules/pure-rand
3702 silly ADD node_modules/punycode
3703 silly ADD node_modules/pump
3704 silly ADD node_modules/psl
3705 silly ADD node_modules/proxy-from-env
3706 silly ADD node_modules/prop-types
3707 silly ADD node_modules/prompts
3708 silly ADD node_modules/promise-inflight
3709 silly ADD node_modules/promise
3710 silly ADD node_modules/progress
3711 silly ADD node_modules/process-nextick-args
3712 silly ADD node_modules/proc-log
3713 silly ADD node_modules/pretty-format
3714 silly ADD node_modules/pretty-format/node_modules/react-is
3715 silly ADD node_modules/pretty-format/node_modules/ansi-styles
3716 silly ADD node_modules/pretty-bytes
3717 silly ADD node_modules/prettier-linter-helpers
3718 silly ADD node_modules/prettier
3719 silly ADD node_modules/prelude-ls
3720 silly ADD node_modules/postcss
3721 silly ADD node_modules/possible-typed-array-names
3722 silly ADD node_modules/pngjs
3723 silly ADD node_modules/plist
3724 silly ADD node_modules/plist/node_modules/xmlbuilder
3725 silly ADD node_modules/plist/node_modules/@xmldom/xmldom
3726 silly ADD node_modules/pkg-dir
3727 silly ADD node_modules/pkg-dir/node_modules/p-locate
3728 silly ADD node_modules/pkg-dir/node_modules/p-limit
3729 silly ADD node_modules/pkg-dir/node_modules/locate-path
3730 silly ADD node_modules/pkg-dir/node_modules/find-up
3731 silly ADD node_modules/pirates
3732 silly ADD node_modules/pify
3733 silly ADD node_modules/picomatch
3734 silly ADD node_modules/picocolors
3735 silly ADD node_modules/path-type
3736 silly ADD node_modules/path-scurry
3737 silly ADD node_modules/path-scurry/node_modules/minipass
3738 silly ADD node_modules/path-scurry/node_modules/lru-cache
3739 silly ADD node_modules/path-parse
3740 silly ADD node_modules/path-key
3741 silly ADD node_modules/path-is-absolute
3742 silly ADD node_modules/path-exists
3743 silly ADD node_modules/parseurl
3744 silly ADD node_modules/parse5
3745 silly ADD node_modules/parse-png
3746 silly ADD node_modules/parse-json
3747 silly ADD node_modules/parent-module
3748 silly ADD node_modules/p-try
3749 silly ADD node_modules/p-map
3750 silly ADD node_modules/p-locate
3751 silly ADD node_modules/p-limit
3752 silly ADD node_modules/p-finally
3753 silly ADD node_modules/own-keys
3754 silly ADD node_modules/osenv
3755 silly ADD node_modules/os-tmpdir
3756 silly ADD node_modules/os-homedir
3757 silly ADD node_modules/ora
3758 silly ADD node_modules/ora/node_modules/supports-color
3759 silly ADD node_modules/ora/node_modules/strip-ansi
3760 silly ADD node_modules/ora/node_modules/escape-string-regexp
3761 silly ADD node_modules/ora/node_modules/color-name
3762 silly ADD node_modules/ora/node_modules/color-convert
3763 silly ADD node_modules/ora/node_modules/chalk
3764 silly ADD node_modules/ora/node_modules/ansi-styles
3765 silly ADD node_modules/ora/node_modules/ansi-regex
3766 silly ADD node_modules/optionator
3767 silly ADD node_modules/open
3768 silly ADD node_modules/onetime
3769 silly ADD node_modules/once
3770 silly ADD node_modules/on-headers
3771 silly ADD node_modules/on-finished
3772 silly ADD node_modules/object.values
3773 silly ADD node_modules/object.groupby
3774 silly ADD node_modules/object.fromentries
3775 silly ADD node_modules/object.entries
3776 silly ADD node_modules/object.assign
3777 silly ADD node_modules/object-keys
3778 silly ADD node_modules/object-is
3779 silly ADD node_modules/object-inspect
3780 silly ADD node_modules/object-assign
3781 silly ADD node_modules/ob1
3782 silly ADD node_modules/nwsapi
3783 silly ADD node_modules/nullthrows
3784 silly ADD node_modules/npm-run-path
3785 silly ADD node_modules/npm-package-arg
3786 silly ADD node_modules/npm-package-arg/node_modules/semver
3787 silly ADD node_modules/normalize-path
3788 silly ADD node_modules/node-stream-zip
3789 silly ADD node_modules/node-releases
3790 silly ADD node_modules/node-int64
3791 silly ADD node_modules/node-forge
3792 silly ADD node_modules/node-fetch
3793 silly ADD node_modules/node-exports-info
3794 silly ADD node_modules/node-dir
3795 silly ADD node_modules/node-abort-controller
3796 silly ADD node_modules/nocache
3797 silly ADD node_modules/nice-try
3798 silly ADD node_modules/nested-error-stacks
3799 silly ADD node_modules/neo-async
3800 silly ADD node_modules/negotiator
3801 silly ADD node_modules/natural-compare
3802 silly ADD node_modules/nanoid
3803 silly ADD node_modules/mz
3804 silly ADD node_modules/ms
3805 silly ADD node_modules/mkdirp
3806 silly ADD node_modules/minizlib
3807 silly ADD node_modules/minizlib/node_modules/yallist
3808 silly ADD node_modules/minipass-pipeline
3809 silly ADD node_modules/minipass-flush
3810 silly ADD node_modules/minipass-collect
3811 silly ADD node_modules/minipass
3812 silly ADD node_modules/minipass/node_modules/yallist
3813 silly ADD node_modules/minimist
3814 silly ADD node_modules/minimatch
3815 silly ADD node_modules/min-indent
3816 silly ADD node_modules/mimic-fn
3817 silly ADD node_modules/mime-types
3818 silly ADD node_modules/mime-db
3819 silly ADD node_modules/mime
3820 silly ADD node_modules/micromatch
3821 silly ADD node_modules/micromatch/node_modules/picomatch
3822 silly ADD node_modules/metro-transform-worker
3823 silly ADD node_modules/metro-transform-plugins
3824 silly ADD node_modules/metro-symbolicate
3825 silly ADD node_modules/metro-symbolicate/node_modules/source-map
3826 silly ADD node_modules/metro-source-map
3827 silly ADD node_modules/metro-source-map/node_modules/source-map
3828 silly ADD node_modules/metro-runtime
3829 silly ADD node_modules/metro-resolver
3830 silly ADD node_modules/metro-minify-terser
3831 silly ADD node_modules/metro-file-map
3832 silly ADD node_modules/metro-file-map/node_modules/ms
3833 silly ADD node_modules/metro-file-map/node_modules/debug
3834 silly ADD node_modules/metro-core
3835 silly ADD node_modules/metro-config
3836 silly ADD node_modules/metro-cache-key
3837 silly ADD node_modules/metro-cache
3838 silly ADD node_modules/metro-babel-transformer
3839 silly ADD node_modules/metro-babel-transformer/node_modules/hermes-parser
3840 silly ADD node_modules/metro-babel-transformer/node_modules/hermes-estree
3841 silly ADD node_modules/metro
3842 silly ADD node_modules/metro/node_modules/ws
3843 silly ADD node_modules/metro/node_modules/source-map
3844 silly ADD node_modules/metro/node_modules/ms
3845 silly ADD node_modules/metro/node_modules/hermes-parser
3846 silly ADD node_modules/metro/node_modules/hermes-estree
3847 silly ADD node_modules/metro/node_modules/debug
3848 silly ADD node_modules/metro/node_modules/ci-info
3849 silly ADD node_modules/merge2
3850 silly ADD node_modules/merge-stream
3851 silly ADD node_modules/merge-options
3852 silly ADD node_modules/memory-cache
3853 silly ADD node_modules/memoize-one
3854 silly ADD node_modules/md5hex
3855 silly ADD node_modules/md5-file
3856 silly ADD node_modules/md5
3857 silly ADD node_modules/math-intrinsics
3858 silly ADD node_modules/marky
3859 silly ADD node_modules/makeerror
3860 silly ADD node_modules/make-error
3861 silly ADD node_modules/make-dir
3862 silly ADD node_modules/make-dir/node_modules/semver
3863 silly ADD node_modules/lru-cache
3864 silly ADD node_modules/loose-envify
3865 silly ADD node_modules/logkitty
3866 silly ADD node_modules/logkitty/node_modules/yargs-parser
3867 silly ADD node_modules/logkitty/node_modules/yargs
3868 silly ADD node_modules/logkitty/node_modules/y18n
3869 silly ADD node_modules/logkitty/node_modules/wrap-ansi
3870 silly ADD node_modules/logkitty/node_modules/p-locate
3871 silly ADD node_modules/logkitty/node_modules/p-limit
3872 silly ADD node_modules/logkitty/node_modules/locate-path
3873 silly ADD node_modules/logkitty/node_modules/find-up
3874 silly ADD node_modules/logkitty/node_modules/cliui
3875 silly ADD node_modules/log-symbols
3876 silly ADD node_modules/log-symbols/node_modules/supports-color
3877 silly ADD node_modules/log-symbols/node_modules/escape-string-regexp
3878 silly ADD node_modules/log-symbols/node_modules/color-name
3879 silly ADD node_modules/log-symbols/node_modules/color-convert
3880 silly ADD node_modules/log-symbols/node_modules/chalk
3881 silly ADD node_modules/log-symbols/node_modules/ansi-styles
3882 silly ADD node_modules/lodash.throttle
3883 silly ADD node_modules/lodash.merge
3884 silly ADD node_modules/lodash.memoize
3885 silly ADD node_modules/lodash.debounce
3886 silly ADD node_modules/lodash
3887 silly ADD node_modules/locate-path
3888 silly ADD node_modules/lines-and-columns
3889 silly ADD node_modules/lightningcss-win32-x64-msvc
3890 silly ADD node_modules/lightningcss
3891 silly ADD node_modules/lighthouse-logger
3892 silly ADD node_modules/lighthouse-logger/node_modules/ms
3893 silly ADD node_modules/lighthouse-logger/node_modules/debug
3894 silly ADD node_modules/levn
3895 silly ADD node_modules/leven
3896 silly ADD node_modules/kleur
3897 silly ADD node_modules/kind-of
3898 silly ADD node_modules/keyv
3899 silly ADD node_modules/jsx-ast-utils
3900 silly ADD node_modules/jsonfile
3901 silly ADD node_modules/json5
3902 silly ADD node_modules/json-stable-stringify-without-jsonify
3903 silly ADD node_modules/json-schema-traverse
3904 silly ADD node_modules/json-schema-deref-sync
3905 silly ADD node_modules/json-schema-deref-sync/node_modules/md5
3906 silly ADD node_modules/json-parse-even-better-errors
3907 silly ADD node_modules/json-parse-better-errors
3908 silly ADD node_modules/json-buffer
3909 silly ADD node_modules/jsesc
3910 silly ADD node_modules/jsdom
3911 silly ADD node_modules/jsdom/node_modules/whatwg-url
3912 silly ADD node_modules/jsdom/node_modules/webidl-conversions
3913 silly ADD node_modules/jsdom/node_modules/tr46
3914 silly ADD node_modules/jscodeshift
